4.445237	-3.456619	
4.908795	-3.397336	
5.017754	-3.287320	
4.758725	-2.946095	
4.184623	-2.486366	
3.095435	-2.156309	
2.105843	-1.815994	
1.416974	-1.360430	
0.612623	-1.159396	
0.043809	-1.081444	
-0.451507	-1.455350	
-0.838977	-2.235588	
-1.918107	-3.366801	
-2.881174	-4.769605	
-3.793725	-5.981203	
-4.592728	-6.829729	
-5.253556	-7.404596	
-5.877143	-7.653529	
-5.968785	-7.834948	
-5.836167	-7.907374	
-5.511244	-7.869698	
-5.122194	-7.850667	
-4.898547	-7.817870	
-5.014924	-7.906303	
-5.174373	-7.952337	
-5.159176	-7.889771	
-4.922068	-7.571015	
-4.774560	-6.904524	
-4.707835	-6.357277	
-4.692817	-5.737126	
-4.715650	-5.133172	
-4.377977	-4.883479	
-4.528781	-5.487841	
-4.394361	-6.031773	
-4.795999	-6.670306	
-4.756442	-7.263268	
-5.293288	-7.723524	
-5.933300	-8.060667	
-6.491076	-8.051319	
-7.087958	-8.131137	
-7.048734	-8.336999	
-6.482670	-7.681360	
-6.646924	-7.456828	
-7.197839	-7.592357	
-7.576527	-7.960208	
-7.162987	-9.262927	
-7.696550	-10.627398	
-8.471257	-11.317275	
-9.603209	-11.417390	
-10.080514	-11.041992	
-8.804335	-9.569482	
-8.900013	-8.093115	
-8.527428	-7.234711	
-8.566658	-6.881428	
-8.154701	-7.041669	
-8.015117	-7.525577	
-8.255752	-7.966156	
-9.240267	-7.673091	
-9.960908	-7.063668	
-8.581023	-6.153276	
-8.381640	-4.966458	
-7.760175	-4.144125	
-8.302387	-4.266384	
-7.419136	-4.265565	
-6.164210	-4.658774	
-6.062242	-4.932499	
-7.194941	-4.636905	
-6.301870	-4.092861	
-5.240764	-3.067768	
-4.817268	-2.002459	
-4.593487	-1.657433	
-4.117388	-1.834663	
-3.231616	-2.694853	
-3.715058	-3.379171	
-4.594451	-2.899510	
-4.487110	-2.339786	
-3.276525	-1.711340	
-3.608029	-0.749002	
-4.278908	-0.647919	
-4.360125	-1.567846	
-3.230905	-3.283828	
-3.479684	-4.094841	
-4.437039	-5.037982	
-5.880194	-5.584785	
-7.498849	-5.294035	
-6.218974	-5.255831	
-5.542559	-4.782921	
-6.031137	-5.116625	
-6.293152	-5.356665	
-6.109869	-6.519647	
-6.160018	-7.911314	
-6.688898	-9.163795	
-7.157434	-10.106737	
-7.473976	-10.071511	
-6.883042	-9.373654	
-6.058288	-8.192237	
-5.353584	-7.234068	
-5.278393	-6.570095	
-5.544535	-6.341208	
-5.216636	-6.647504	
