4.762844	4.611302	
4.841247	4.499106	
4.850537	4.420668	
4.983141	4.224779	
5.188678	3.888562	
5.258070	3.552298	
5.488880	3.090528	
5.341609	2.430883	
5.333207	2.039231	
5.195055	1.391713	
5.328017	0.941557	
5.636190	1.376864	
5.658581	2.283156	
5.879785	2.589249	
6.297643	2.031487	
5.718690	1.341678	
5.205089	0.422128	
4.857087	-0.278005	
5.190990	-0.756476	
5.640343	-0.158557	
6.394857	0.511110	
6.954004	0.852822	
7.962523	0.782522	
8.635039	0.254722	
8.727012	-0.918986	
8.418808	-1.720741	
8.641342	-2.160166	
9.224197	-2.014308	
9.531425	-1.414337	
9.207650	-0.830866	
9.280765	-0.915234	
10.202512	-1.358439	
10.680272	-1.771472	
10.492713	-2.668499	
10.417915	-3.129917	
11.231655	-2.937059	
11.642791	-2.706360	
11.493564	-2.024861	
11.599052	-1.673367	
12.839211	-1.700966	
13.280620	-1.840523	
12.892068	-2.594408	
12.378426	-2.955564	
12.413825	-2.791501	
12.361745	-2.843853	
11.893508	-1.967618	
11.752847	-1.693430	
12.959935	-1.871830	
13.373111	-2.095611	
13.526086	-2.705441	
13.541251	-2.900457	
14.711152	-2.237122	
15.412127	-2.075653	
15.124455	-1.367657	
15.083467	-1.198950	
15.726774	-1.204473	
15.641743	-1.701537	
14.879599	-2.482040	
14.460719	-2.612169	
14.850194	-2.319138	
15.209350	-1.667501	
15.333605	-1.210768	
15.429953	-0.701509	
16.108215	-1.084901	
16.586821	-1.135416	
16.481838	-1.781822	
15.918319	-2.362851	
16.267885	-1.959371	
16.498905	-1.905993	
16.217587	-1.432082	
16.310663	-1.156301	
17.094292	-1.622766	
16.835594	-1.998025	
16.577679	-2.470610	
16.534458	-2.710762	
16.761189	-2.912242	
17.275215	-3.310254	
17.881628	-3.271195	
17.326612	-2.922330	
16.495327	-1.786786	
17.256741	-2.163190	
16.731390	-3.062048	
17.562241	-9.567171	
19.090391	-21.451195	
19.071516	-31.253490	
20.070597	-42.527222	
17.726427	-45.196766	
13.813648	-46.642731	
10.910611	-48.352142	
8.024307	-50.441288	
5.725466	-52.529743	
3.473237	-54.668518	
1.315545	-56.358391	
-0.774470	-58.108921	
-2.594463	-59.541962	
-4.419249	-60.951050	
-5.986468	-62.127724	
-8.019770	-63.253235	
-9.936882	-64.120766	
-12.878127	-63.360153	
