11.212677	0.177252	
11.155396	0.017998	
11.375318	0.251895	
11.082322	0.911097	
10.226741	1.498649	
10.254859	1.449786	
10.810557	1.359562	
10.936290	0.654879	
10.525129	0.165362	
10.540443	0.114889	
11.249927	0.141056	
11.565751	0.524178	
11.321625	1.256019	
11.455585	1.180284	
11.894736	1.100875	
11.511290	0.604851	
10.838852	0.014867	
10.958403	-0.029219	
11.235765	0.032148	
11.280112	0.582818	
10.621068	1.260014	
10.775621	1.262540	
10.946856	1.334306	
10.766004	0.846587	
10.373596	0.138485	
10.828806	0.103046	
11.249017	0.194055	
11.176342	1.067092	
11.127454	1.207070	
11.797909	0.969486	
12.216620	0.885351	
12.259824	0.478989	
11.762019	0.045527	
11.535125	-0.028091	
11.756304	-0.073360	
11.994392	0.665426	
12.272851	1.515093	
13.156780	1.508075	
13.565106	0.360555	
12.669540	-0.060003	
10.658759	0.422691	
7.541989	0.520182	
6.838654	1.210205	
8.487062	1.273736	
11.941385	1.504633	
14.764141	2.029372	
17.532188	2.630993	
20.308743	3.378522	
23.101093	3.651814	
28.487411	4.277712	
33.559975	4.586229	
37.192833	4.894619	
42.191444	5.537616	
47.529606	6.469274	
53.624752	6.538449	
60.353874	7.331284	
65.452438	7.875606	
68.547783	8.414648	
71.031479	9.525820	
72.856827	10.632036	
74.775421	11.652446	
76.448090	12.516452	
78.160706	13.372072	
79.697556	14.036919	
81.467697	14.714409	
82.721565	15.294327	
83.570137	15.716616	
84.501114	16.300087	
84.998550	16.718239	
85.314667	17.369835	
85.564163	17.870613	
85.819664	18.448908	
86.216156	18.873781	
86.512169	19.330765	
86.410149	20.018272	
85.965736	20.424746	
85.388809	20.753405	
84.564697	21.248281	
83.743111	21.816748	
83.072487	22.329851	
82.499908	22.712984	
82.345428	22.515163	
82.541031	21.858408	
82.732048	20.615349	
82.816391	19.068502	
82.964195	17.299023	
83.243629	15.638359	
83.328011	13.691817	
83.958977	12.675808	
86.014549	11.248388	
87.001015	10.598809	
88.022614	9.736374	
88.741501	8.861673	
88.797714	7.925937	
87.215736	9.357615	
81.961769	10.020592	
76.196907	10.834126	
69.150284	10.360048	
62.370865	10.499252	
57.079914	9.419592	
